Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color,Distribuidor
Citroen,DS5,2.0 HDi Sport,12899,Diésel,2014-01-01,124294.0,163,5,Automático,Morado,Autohero.com
Skoda,Superb,2.0 TDI Ambition,11499,Diésel,2013-01-01,124351.0,140,5,Manual,Beige,Autohero.com
Alfa,Romeo MiTo,1.4,7899,Gasolina,2013-01-01,124380.0,70,3,Manual,Rojo,Autohero.com
Kia,Sportage,1.6 GDI Drive 4x2,12299,Gasolina,2014-01-01,124388.0,135,5,Manual,Blanco,Autohero.com
Fiat,500,1.2 Lounge,6899,Gasolina,2013-01-01,124497.0,70,3,Manual,Blanco,Autohero.com
Citroen,C4 Grand Picasso,1.2 PureTech Live Edition,12099,Gasolina,2015-01-01,124530.0,130,5,Manual,Gris,Autohero.com
Toyota,Auris,1.8 Hybrid Active,12499,Híbrido,2016-01-01,124660.0,100,5,Automático,Azul,Autohero.com
Toyota,Auris,1.8 Hybrid Advance,14599,Híbrido,2015-01-01,124684.0,100,3,Automático,Blanco,Autohero.com
Seat,Arona,1.0 TSI Style,17999,Gasolina,2021-01-01,1637.0,110,5,Manual,Blanco,Autohero.com
Suzuki,Jimny,1.5 JX,23599,Gasolina,2019-01-01,7923.0,102,3,Manual,Blanco,Autohero.com
Renault,Clio,1.2 Life,10999,Gasolina,2017-01-01,8229.0,73,5,Manual,Blanco,Autohero.com
Opel,Corsa,1.4 Turbo Excellence ecoFlex,10499,Gasolina,2015-01-01,8923.0,100,3,Manual,Rojo,Autohero.com
Seat,Ibiza,1.0 TSI Style,16199,Gasolina,2021-01-01,12354.0,95,5,Manual,Gris,Autohero.com
Citroen,C 3,1.2 e-THP Feel,14999,Gasolina,2019-01-01,12650.0,110,5,Manual,Blanco,Autohero.com
Renault,Clio,1.6 Hybrid E-Tech Zen,19999,Híbrido,2021-01-01,13119.0,140,5,Automático,Negro,Autohero.com
Dacia,Sandero II,1.5 dCi Comfort,12999,Diésel,2020-01-01,14042.0,95,5,Manual,Blanco,Autohero.com
Hyundai,i20,1.0 TGDI Go! Navi,11599,Gasolina,2016-01-01,14559.0,100,5,Manual,Rojo,Autohero.com
Toyota,Auris,1.8 Hybrid Advance,14599,Híbrido,2015-01-01,124684.0,100,5,Automático,Blanco,Autohero.com
Renault,Scenic,1.3 TCe Zen,20999,Gasolina,2019-01-01,15743.0,140,5,Doble embrague,Gris,Autohero.com
Toyota,Yaris,1.5 Dual VVT-iE Active,13999,Gasolina,2019-01-01,15935.0,110,5,Manual,Blanco,Autohero.com
Audi,A3,35 TDI S line,32599,Diésel,2021-01-01,16555.0,150,5,Doble embrague,Blanco,Autohero.com
Dacia,Sandero II,0.9 TCe SL Nomada 2018,11999,Gasolina,2018-01-01,17070.0,90,5,Manual,Rojo,Autohero.com
Peugeot,308,1.2 e-THP Allure,18399,Gasolina,2019-01-01,17151.0,130,5,Manual,Azul,Autohero.com
Dacia,Sandero II,1.0 Ambiance,8899,Gasolina,2018-01-01,17201.0,73,5,Manual,Blanco,Autohero.com
Citroen,C 3,1.2 e-THP Shine,15499,Gasolina,2021-01-01,18880.0,110,5,Manual,Gris,Autohero.com
Citroen,DS3,1.2 PureTech Desire,11999,Gasolina,2017-01-01,20308.0,82,3,Manual,Plata,Autohero.com
Peugeot,208,1.5 Blue-HDi Allure,17099,Diésel,2020-01-01,20521.0,102,5,Manual,Gris,Autohero.com
Renault,Captur,1.2 TCe Energy 4Austria,15799,Gasolina,2017-01-01,20796.0,118,5,Doble embrague,Rojo,Autohero.com
Mercedes-Benz,Clase SLK,SLK 200 BlueEfficiency,20699,Gasolina,2012-01-01,20809.0,185,3,Manual,Rojo,Autohero.com
Kia,XCeed,1.5 TGDI Mild-Hybrid Drive,22499,Gasolina,2021-01-01,21624.0,160,5,Semi-automático,Blanco,Autohero.com
Opel,Corsa,1.2 Edition,13999,Gasolina,2021-01-01,21842.0,75,5,Manual,Blanco,Autohero.com
Seat,Ateca,1.5 TSI ACT FR,28299,Gasolina,2020-01-01,22225.0,150,5,Doble embrague,Blanco,Autohero.com
Peugeot,2008,1.2 e-THP Allure,16899,Gasolina,2019-01-01,23364.0,110,5,Automático,Gris,Autohero.com
Mitsubishi,Eclipse Cross,1.5 T-MIVEC Motion 2WD,20999,Gasolina,2019-01-01,23393.0,163,5,Manual,Blanco,Autohero.com
Renault,Captur,0.9 Energy Zen,12999,Gasolina,2016-01-01,23463.0,90,5,Manual,Plata,Autohero.com
Kia,Sportage,1.6 GDI Black Edition 2WD,22699,Gasolina,2021-01-01,23834.0,132,5,Manual,Azul,Autohero.com
Dacia,Sandero II,0.9 TCe Stepway,10599,Gasolina,2017-01-01,23995.0,90,5,Manual,Azul,Autohero.com
Opel,Mokka X,1.4 Turbo 120 Jahre Start/Stop,17399,Gasolina,2019-01-01,24739.0,140,5,Manual,Negro,Autohero.com
Ford,Kuga,1.5 EcoBoost ST-Line Limited Edition,21899,Gasolina,2019-01-01,25186.0,150,5,Manual,Rojo,Autohero.com
Opel,Karl,1.0 Selective,10399,Gasolina,2018-01-01,25493.0,75,5,Manual,Blanco,Autohero.com
Ford,Ecosport,1.0 EcoBoost Trend,15299,Gasolina,2019-01-01,25891.0,101,5,Manual,Gris,Autohero.com
Dacia,Duster,1.5 dCi SL Eficacia 4x2,12999,Diésel,2016-01-01,27763.0,90,5,Manual,Blanco,Autohero.com
Toyota,Yaris,1.0 Business,13499,Gasolina,2020-01-01,28190.0,69,5,Manual,Beige,Autohero.com
Kia,Picanto,1.0 Tech,9299,Gasolina,2017-01-01,28382.0,65,5,Manual,Azul,Autohero.com
Kia,Soul,1.6 GDI Spirit,15199,Gasolina,2018-01-01,28849.0,132,5,Manual,Azul,Autohero.com
Suzuki,SX4,1.6 GL,9499,Gasolina,2013-01-01,29429.0,120,5,Manual,Blanco,Autohero.com
Mazda,3,2.0 Zenith,23499,Gasolina,2021-01-01,30270.0,122,5,Manual,Rojo,Autohero.com
Citroen,C1,1.0 Seduction,6599,Gasolina,2013-01-01,30406.0,68,3,Manual,Negro,Autohero.com
Ford,Focus,1.5 TDCi ST-Line,15499,Diésel,2017-01-01,30534.0,120,5,Manual,Blanco,Autohero.com
Seat,León,1.5 TSI ACT Style,17999,Gasolina,2019-01-01,31174.0,131,5,Manual,Rojo,Autohero.com
Peugeot,2008,1.2 PureTech Allure,16999,Gasolina,2019-01-01,31775.0,114,5,Manual,Rojo,Autohero.com
Land,Rover Evoque,D150 S,33799,Diésel,2019-01-01,31856.0,150,5,Automático,Rojo,Autohero.com
Smart,ForFour,1.0 Basis passion,10899,Gasolina,2016-01-01,32248.0,70,5,Manual,Rojo,Autohero.com
Citroen,C1,1.0 VTi City Edition,10599,Gasolina,2019-01-01,32399.0,72,5,Manual,Rojo,Autohero.com
Smart,ForTwo,0.9 Turbo Basis passion,14999,Gasolina,2019-01-01,33494.0,90,3,Doble embrague,Gris,Autohero.com
Ford,Kuga,1.5 EcoBoost Vignale,21399,Gasolina,2018-01-01,33508.0,150,5,Manual,Negro,Autohero.com
Jeep,Compass,1.4 M-Air Night Eagle 4x2,22999,Gasolina,2020-01-01,33851.0,140,5,Manual,Negro,Autohero.com
Dacia,Sandero II,1.5 dCi Ambiance,7399,Diésel,2013-01-01,33966.0,75,5,Manual,Beige,Autohero.com
Citroen,Berlingo,1.6 Blue-HDi XTR Plus,16199,Diésel,2016-01-01,35250.0,100,5,Manual,Gris,Autohero.com
BMW,Serie 1,116i,11499,Gasolina,2011-01-01,35289.0,135,5,Manual,Rojo,Autohero.com
Audi,A3,30 TFSI S Line,22399,Gasolina,2019-01-01,35360.0,116,5,Manual,Blanco,Autohero.com
Dacia,Logan II,1.2 Ambiance,7399,Gasolina,2014-01-01,35523.0,75,5,Manual,Blanco,Autohero.com
Ford,Focus,1.5 TDCi ST-Line,15499,Diésel,2017-01-01,30534.0,120,3,Manual,Blanco,Autohero.com
Volkswagen,Caddy,1.6 TDI Trendline BlueMotion Tech.,14999,Diésel,2014-01-01,35537.0,102,5,Manual,Marrón,Autohero.com
Mercedes-Benz,Clase C,2.0 TDI AMG Line,34699,Gasolina,2017-01-01,35684.0,245,3,Automático,Blanco,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Feel M,22999,Diésel,2020-01-01,35854.0,131,5,Manual,Negro,Autohero.com
Ford,Fusión,1.4 Ambiente,5999,Gasolina,2011-01-01,36202.0,80,5,Manual,Plata,Autohero.com
Peugeot,Rifter,1.5 Blue-HDi Allure L1,25599,Diésel,2021-01-01,37211.0,131,3,Manual,Gris,Autohero.com
Toyota,RAV 4,2.5 Hybrid Advance Hybrid,24999,Híbrido,2017-01-01,37399.0,197,5,Automático,Gris,Autohero.com
Suzuki,Jimny,1.3 JX,13499,Gasolina,2011-01-01,37739.0,85,3,Manual,Blanco,Autohero.com
Seat,León,1.5 TSI ACT FR Edition,20999,Gasolina,2019-01-01,38168.0,150,5,Doble embrague,Azul,Autohero.com
Mazda,CX 3,2.0 Skyactiv-G Zenith,18799,Gasolina,2019-01-01,38269.0,121,5,Manual,Gris,Autohero.com
Volkswagen,Tiguan,2.0 TSI Sport 4Motion BMT,31999,Gasolina,2020-01-01,39620.0,190,5,Doble embrague,Blanco,Autohero.com
Nissan,Pixo,1.0 Acenta,5999,Gasolina,2013-01-01,40221.0,68,5,Manual,Negro,Autohero.com
Dacia,Duster,1.5 dCi Laureate 4x2,10899,Diésel,2014-01-01,40458.0,90,5,Manual,Gris,Autohero.com
Ford,Focus,1.0 EcoBoost Mild-Hybrid ST-Line,23699,Gasolina,2022-01-01,40550.0,125,5,Manual,Blanco,Autohero.com
Nissan,X-Trail,1.7 dCi Acenta,23599,Diésel,2019-01-01,41556.0,150,5,Automático,Negro,Autohero.com
Audi,A3,35 TFSI S line,32399,Gasolina,2021-01-01,41875.0,150,5,Doble embrague,Gris,Autohero.com
Mitsubishi,ASX,1.6 Challenge 2WD,15499,Gasolina,2019-01-01,41960.0,117,5,Manual,Blanco,Autohero.com
Peugeot,207,1.4 HDi Confort,7399,Diésel,2013-01-01,42339.0,68,5,Manual,Blanco,Autohero.com
Hyundai,i30,1.0 TGDI Techo Tech,13999,Gasolina,2017-01-01,42422.0,120,5,Manual,Rojo,Autohero.com
Fiat,Tipo,1.4 Lounge,13499,Gasolina,2020-01-01,42916.0,95,5,Manual,Blanco,Autohero.com
Renault,Clio,0.9 Energy Limited,12999,Gasolina,2019-01-01,42960.0,90,5,Manual,Blanco,Autohero.com
Peugeot,Rifter,1.5 Blue-HDi Allure L1,26999,Diésel,2020-01-01,43038.0,131,5,Automático,Gris,Autohero.com
Toyota,Verso,1.6 Advance,16399,Gasolina,2017-01-01,43192.0,132,5,Manual,Blanco,Autohero.com
Opel,Corsa,1.4 Expression,8699,Gasolina,2016-01-01,44101.0,75,5,Manual,Rojo,Autohero.com
Nissan,Juke,1.5 Turbodiesel Acenta,13999,Diésel,2017-01-01,44111.0,110,5,Manual,Rojo,Autohero.com
Opel,Corsa,1.4 Color Edition,11499,Gasolina,2018-01-01,44344.0,90,5,Manual,Azul,Autohero.com
Smart,ForTwo,1.0 Micro Hybrid Drive passion,7499,Gasolina,2012-01-01,44492.0,70,3,Semi-automático,Negro,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Shine M,21999,Diésel,2019-01-01,44535.0,102,5,Manual,Blanco,Autohero.com
Opel,Mokka X,1.4 Turbo Excellence Start/Stop,15199,Gasolina,2017-01-01,44844.0,140,5,Manual,Azul,Autohero.com
Renault,Twingo,0.9 Energy GT,12499,Gasolina,2018-01-01,44970.0,110,5,Manual,Naranja,Autohero.com
Renault,Fluence,1.6 Dynamique,9599,Gasolina,2013-01-01,45251.0,110,3,Manual,Negro,Autohero.com
Citroen,C 3,1.2 PureTech Elle,11999,Gasolina,2019-01-01,45387.0,82,5,Manual,Gris,Autohero.com
Ford,Kuga,1.5 EcoBoost Trend+,18999,Gasolina,2018-01-01,45855.0,150,5,Manual,Blanco,Autohero.com
Seat,Ibiza,1.0 TSI FR Plus,18499,Gasolina,2019-01-01,46002.0,116,5,Doble embrague,Blanco,Autohero.com
Citroen,C3 Aircross,1.2 e-THP Feel,15499,Gasolina,2019-01-01,46005.0,110,5,Manual,Azul,Autohero.com
Hyundai,Tucson,1.6 Essence 2WD,19499,Gasolina,2019-01-01,46039.0,132,5,Manual,Azul,Autohero.com
Toyota,Corolla,1.8 Hybrid Active Tech,19599,Híbrido,2019-01-01,46071.0,122,5,Automático,Gris,Autohero.com
Toyota,Yaris,1.4 D-4D Life,8699,Diésel,2011-01-01,46199.0,90,5,Manual,Blanco,Autohero.com
Nissan,Juke,1.6 N-Connecta,14799,Gasolina,2017-01-01,46408.0,117,5,Automático,Rojo,Autohero.com
Peugeot,3008,1.2 e-THP Allure,24499,Gasolina,2021-01-01,46433.0,130,5,Manual,Negro,Autohero.com
Renault,Megane,1.6 TCe Energy GT,18399,Gasolina,2016-01-01,46855.0,205,5,Doble embrague,Azul,Autohero.com
Fiat,Qubo,1.3 JTD Dynamic,9499,Diésel,2014-01-01,46921.0,75,5,Automático,Plata,Autohero.com
Dacia,Sandero II,0.9 TCe SL Nomada 2018,11999,Gasolina,2018-01-01,46940.0,90,5,Manual,Blanco,Autohero.com
Opel,Astra K,1.4 SIDI Turbo 120 Jahre,15299,Gasolina,2019-01-01,47329.0,125,5,Manual,Rojo,Autohero.com
Renault,Clio,1.2 TCe Energy Zen,13599,Gasolina,2018-01-01,47863.0,118,5,Manual,Rojo,Autohero.com
BMW,Serie 3,318i Advantage,20999,Gasolina,2017-01-01,47897.0,135,5,Manual,Gris,Autohero.com
Renault,Clio,0.9 Energy Zen,13299,Gasolina,2019-01-01,47992.0,90,5,Manual,Negro,Autohero.com
Nissan,Note,1.5 dCi Acenta,9299,Diésel,2016-01-01,48370.0,90,5,Manual,Blanco,Autohero.com
Peugeot,Partner,1.2 e-THP Active,15999,Gasolina,2018-01-01,48931.0,110,5,Manual,Gris,Autohero.com
Volkswagen,Polo,2.0 TSI GTI,22299,Gasolina,2019-01-01,48937.0,200,5,Manual,Blanco,Autohero.com
Renault,Fluence,1.6 Dynamique,9599,Gasolina,2013-01-01,45251.0,110,5,Manual,Negro,Autohero.com
Peugeot,208,1.2 e-THP Allure,11799,Gasolina,2017-01-01,49478.0,110,5,Manual,Plata,Autohero.com
Volkswagen,Golf VII,1.4 TSI Advance BlueMotion Tech,16999,Gasolina,2016-01-01,50002.0,125,5,Doble embrague,Blanco,Autohero.com
BMW,X2,sDrive 18d Advantage,25699,Diésel,2018-01-01,50205.0,150,5,Manual,Blanco,Autohero.com
Toyota,Avensis,2.0 D-4D Advance,9499,Diésel,2011-01-01,50524.0,125,5,Manual,Azul,Autohero.com
Smart,ForTwo,1.0 Basis passion,8999,Gasolina,2015-01-01,50524.0,70,3,Manual,Naranja,Autohero.com
Land,Rover Evoque,D150 HSE,34499,Diésel,2019-01-01,51855.0,150,5,Automático,Blanco,Autohero.com
Ford,Focus,1.0 EcoBoost Active,15899,Gasolina,2019-01-01,52065.0,125,5,Manual,Rojo,Autohero.com
Dacia,Sandero II,1.2 Base,6299,Gasolina,2014-01-01,52554.0,75,5,Manual,Blanco,Autohero.com
Dacia,Sandero III,1.0 TCe Stepway Comfort,14499,Gasolina,2021-01-01,53226.0,91,5,Manual,Rojo,Autohero.com
Seat,León,1.5 TSI ACT Style Visio Edition,16699,Gasolina,2019-01-01,53485.0,131,5,Manual,Gris,Autohero.com
Volkswagen,Golf VI,1.2 TSI Advance,12599,Gasolina,2012-01-01,53496.0,105,5,Manual,Blanco,Autohero.com
Renault,Twingo,1.0 SCe Intens,8399,Gasolina,2015-01-01,53716.0,70,5,Manual,Azul,Autohero.com
Peugeot,308,1.6 e-HDi Allure,12599,Diésel,2015-01-01,53947.0,115,5,Manual,Gris,Autohero.com
Peugeot,3008,1.6 Turbo Allure,15999,Gasolina,2015-01-01,54324.0,165,5,Automático,Blanco,Autohero.com
Fiat,500X,1.6 Live Edizione,13999,Gasolina,2017-01-01,54394.0,110,5,Manual,Rojo,Autohero.com
Peugeot,208,1.2 e-THP Allure,12299,Gasolina,2018-01-01,54567.0,110,5,Manual,Blanco,Autohero.com
Audi,Q3,2.0 TFSI Design quattro,27299,Gasolina,2018-01-01,55436.0,180,5,Doble embrague,Gris,Autohero.com
Renault,Megane,1.3 TCe GT-Line,18499,Gasolina,2019-01-01,55606.0,140,5,Manual,Azul,Autohero.com
Ford,Tourneo,1.0 EcoBoost Sport,15899,Gasolina,2019-01-01,55976.0,100,5,Manual,Rojo,Autohero.com
Mazda,CX 3,2.0 Skyactiv-G Zenith,17899,Gasolina,2019-01-01,56434.0,121,5,Manual,Rojo,Autohero.com
Toyota,Yaris,1.5 Hybrid Active,13099,Híbrido,2016-01-01,56599.0,75,5,Automático,Rojo,Autohero.com
Peugeot,208,1.2 e-VTi Style,10699,Gasolina,2018-01-01,56865.0,82,5,Manual,Blanco,Autohero.com
Seat,Ibiza,1.2 Reference I-Tech 30 Aniversario,8799,Gasolina,2015-01-01,57187.0,70,3,Manual,Rojo,Autohero.com
Smart,ForTwo,1.0 Micro Hybrid Drive passion,7599,Gasolina,2014-01-01,58948.0,70,3,Semi-automático,Blanco,Autohero.com
Nissan,Micra,0.9 Tekna,12999,Gasolina,2018-01-01,58985.0,90,5,Manual,Rojo,Autohero.com
Ford,C-Max,1.0 EcoBoost Titanium,9499,Gasolina,2013-01-01,59164.0,125,5,Manual,Plata,Autohero.com
Renault,Megane,1.3 TCe Zen,16599,Gasolina,2019-01-01,59474.0,140,5,Manual,Gris,Autohero.com
Nissan,Juke,1.6 Acenta,11599,Gasolina,2014-01-01,59632.0,117,5,Automático,Blanco,Autohero.com
Dacia,Sandero II,0.9 TCe Stepway,8999,Gasolina,2014-01-01,60253.0,90,5,Manual,Plata,Autohero.com
Volkswagen,Tiguan,1.4 TSI Edition BlueMotion,20299,Gasolina,2017-01-01,60342.0,125,5,Manual,Gris,Autohero.com
Nissan,Micra,1.0 IG-T Visia,12699,Gasolina,2019-01-01,60426.0,101,5,Manual,Naranja,Autohero.com
Skoda,Octavia,1.6 TDI Like,15599,Diésel,2018-01-01,60466.0,115,5,Manual,Marrón,Autohero.com
Peugeot,208,1.2 e-THP Signature,12399,Gasolina,2019-01-01,60680.0,110,3,Manual,Blanco,Autohero.com
Fiat,500,1.2 Color Therapy,7199,Gasolina,2013-01-01,61268.0,69,3,Manual,Rojo,Autohero.com
Honda,Civic,1.5 VTEC Sport Plus,22399,Gasolina,2018-01-01,61528.0,182,5,Automático,Negro,Autohero.com
Opel,Astra GTC,1.4 Turbo Sportive,11199,Gasolina,2013-01-01,61841.0,140,3,Manual,Negro,Autohero.com
Volkswagen,Passat,2.0 TDI Advance BlueMotion,17499,Diésel,2016-01-01,61900.0,150,5,Manual,Blanco,Autohero.com
Volkswagen,Caddy,1.0 TSI Trendline BlueMotion,15299,Gasolina,2018-01-01,62301.0,102,5,Manual,Gris,Autohero.com
Renault,Megane,1.5 Blue dCi Zen,15999,Diésel,2019-01-01,62405.0,116,5,Manual,Azul,Autohero.com
Audi,A1,1.6 TDI Attraction,17899,Diésel,2018-01-01,62635.0,115,5,Manual,Blanco,Autohero.com
Kia,cee'd,1.0 TGDI Drive,15199,Gasolina,2019-01-01,62753.0,120,5,Manual,Gris,Autohero.com
MINI,Cabrio,Cooper S,23499,Gasolina,2017-01-01,62802.0,192,3,Automático,Azul,Autohero.com
Citroen,C-Elysée,1.6 Blue-HDi Exclusive,9899,Diésel,2017-01-01,62815.0,100,5,Manual,Blanco,Autohero.com
Seat,Ibiza,1.6 TDI Stylance / Style,7999,Diésel,2011-01-01,62876.0,90,5,Manual,Gris,Autohero.com
Honda,Civic,1.0 VTEC Elegance,17999,Gasolina,2017-01-01,62935.0,130,5,Manual,Gris,Autohero.com
Peugeot,208,1.2 e-THP Signature,12399,Gasolina,2019-01-01,60680.0,110,5,Manual,Blanco,Autohero.com
Volkswagen,Caddy,1.0 TSI Trendline BlueMotion,15299,Gasolina,2018-01-01,62301.0,102,3,Manual,Gris,Autohero.com
Toyota,RAV 4,2.5 Hybrid 4x2 Feel!,31199,Híbrido,2019-01-01,62948.0,218,5,Automático,Blanco,Autohero.com
Ford,Fiesta,1.25 Trend,8999,Gasolina,2015-01-01,63218.0,82,5,Manual,Gris,Autohero.com
Ford,Focus,1.6 Ti-VCT Trend +,10599,Gasolina,2015-01-01,64098.0,125,5,Manual,Gris,Autohero.com
Citroen,C4 Cactus,1.6 Blue-HDi Feel,12499,Diésel,2017-01-01,64456.0,100,5,Manual,Azul,Autohero.com
Seat,Ibiza,1.0 TSI Style,12999,Gasolina,2018-01-01,64494.0,95,5,Manual,Dorado,Autohero.com
Toyota,Yaris,1.5 Dual VVT-iE Feel,12399,Gasolina,2017-01-01,64645.0,110,5,Manual,Rojo,Autohero.com
Peugeot,2008,1.6 Blue-HDi Allure,11999,Diésel,2015-01-01,64718.0,120,5,Manual,Blanco,Autohero.com
Citroen,C 3,1.4 HDi Tonic,8499,Diésel,2014-01-01,64954.0,68,5,Manual,Blanco,Autohero.com
Toyota,Auris,1.8 Hybrid Active,14399,Híbrido,2015-01-01,65143.0,100,5,Automático,Blanco,Autohero.com
Audi,A5 Sportback,2.0 TFSI,15999,Gasolina,2011-01-01,65320.0,210,5,Manual,Azul,Autohero.com
MINI,MINI,Cooper,13799,Gasolina,2015-01-01,65358.0,135,5,Manual,Azul,Autohero.com
Kia,Soul,1.6 GDI Drive,12899,Gasolina,2016-01-01,65591.0,132,5,Manual,Blanco,Autohero.com
Ford,Focus,1.0 EcoBoost Edition,9799,Gasolina,2014-01-01,65956.0,125,5,Manual,Gris,Autohero.com
Dacia,Dokker,1.5 dCi Diesel Ambiance,9699,Diésel,2013-01-01,66434.0,75,5,Manual,Azul,Autohero.com
Kia,Sportage,1.6 GDI Drive 2WD,18899,Gasolina,2019-01-01,67032.0,132,5,Manual,Gris,Autohero.com
Skoda,Fabia,1.2 TSI Ambition,12499,Gasolina,2016-01-01,67038.0,110,5,Doble embrague,Azul,Autohero.com
Opel,Grandland X,1.2 Excellence,16599,Gasolina,2017-01-01,67052.0,130,5,Manual,Rojo,Autohero.com
Fiat,500C,1.2 Pop,8999,Gasolina,2013-01-01,67128.0,70,3,Semi-automático,Blanco,Autohero.com
Seat,León,2.0 TDI FR,17999,Diésel,2017-01-01,67395.0,150,3,Manual,Gris,Autohero.com
Fiat,500,1.2 Lounge,12399,Gasolina,2018-01-01,67829.0,70,3,Semi-automático,Blanco,Autohero.com
Opel,Corsa,1.4 Selective,10799,Gasolina,2018-01-01,68117.0,90,5,Manual,Gris,Autohero.com
Citroen,C 3,1.2 VTi Feel,11299,Gasolina,2017-01-01,68311.0,82,5,Manual,Rojo,Autohero.com
Opel,Zafira Tourer,2.0 CDTI Selection,12999,Diésel,2015-01-01,68697.0,130,5,Manual,Blanco,Autohero.com
Nissan,Note,1.2 Tekna Sport,9199,Gasolina,2014-01-01,69243.0,98,5,Manual,Blanco,Autohero.com
Mercedes-Benz,Clase V,V 220 d lang,30499,Diésel,2014-01-01,69359.0,163,5,Semi-automático,Gris,Autohero.com
Citroen,C3 Aircross,1.2 e-THP Feel,14999,Gasolina,2020-01-01,69487.0,110,5,Manual,Blanco,Autohero.com
BMW,Serie 3,320d Sport Line,31999,Diésel,2019-01-01,70401.0,190,5,Automático,Azul,Autohero.com
Citroen,Berlingo,1.6 Blue-HDi 20 Jahre Edition,16999,Diésel,2018-01-01,70543.0,120,5,Manual,Blanco,Autohero.com
Kia,Niro,1.6 Concept,16999,Gasolina,2017-01-01,70791.0,104,5,Automático,Negro,Autohero.com
Mercedes-Benz,Clase C,C 220 d BlueTEC AMG Line,27499,Diésel,2017-01-01,71256.0,170,5,Automático,Gris,Autohero.com
Hyundai,Tucson,1.6 CRDi Mild-Hybrid Business 2WD,26499,Diésel,2020-01-01,71775.0,136,5,Doble embrague,Rojo,Autohero.com
Peugeot,Rifter,1.2 e-THP Active L2,22499,Gasolina,2019-01-01,72288.0,110,5,Manual,Azul,Autohero.com
Volkswagen,Polo,1.6 TDI Advance,14499,Diésel,2018-01-01,72570.0,95,5,Manual,Negro,Autohero.com
Volkswagen,Polo,1.4 TDI Advance BlueMotion,11199,Diésel,2015-01-01,72932.0,90,5,Manual,Gris,Autohero.com
Citroen,C 3,1.6 HDi Selection,7699,Diésel,2011-01-01,73630.0,92,5,Manual,Gris,Autohero.com
Lancia,Ypsilon,1.2 Gold,7399,Gasolina,2016-01-01,73675.0,70,5,Manual,Negro,Autohero.com
Renault,Megane,1.5 dCi Energy Zen,14299,Diésel,2017-01-01,73690.0,110,5,Manual,Plata,Autohero.com
Jeep,Compass,1.4 M-Air Limited FWD,21199,Gasolina,2019-01-01,73802.0,140,5,Manual,Negro,Autohero.com
Audi,A3,1.6 TDI Ambiente,15499,Diésel,2015-01-01,74188.0,110,3,Manual,Blanco,Autohero.com
Seat,Ibiza,1.2 TSI Style ITech,8399,Gasolina,2014-01-01,74763.0,85,5,Manual,Blanco,Autohero.com
Citroen,C4,1.6 Blue-HDi Feel Edition,11499,Diésel,2016-01-01,74793.0,100,5,Manual,Negro,Autohero.com
Seat,Altea,1.6 TDI Reference Ecomotive,9199,Diésel,2014-01-01,74985.0,105,5,Manual,Blanco,Autohero.com
BMW,Z4,sDrive 20i,24599,Gasolina,2014-01-01,75341.0,185,3,Automático,Negro,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Feel M,19999,Diésel,2019-01-01,75705.0,102,5,Manual,Gris,Autohero.com
Opel,Zafira Tourer,1.4 Turbo Excellence,13799,Gasolina,2017-01-01,77074.0,140,5,Automático,Negro,Autohero.com
Hyundai,i30,1.4 CRDi Klass,11499,Diésel,2016-01-01,77097.0,90,5,Manual,Gris,Autohero.com
Citroen,C 3,1.2 VTi Feel,11999,Gasolina,2019-01-01,77097.0,82,5,Manual,Rojo,Autohero.com
Citroen,Berlingo,1.6 Blue-HDi 20 Aniversario Edition,16499,Diésel,2018-01-01,77857.0,99,5,Manual,Blanco,Autohero.com
Peugeot,3008,1.6 Blue-HDi Style,12399,Diésel,2015-01-01,78035.0,120,5,Manual,Gris,Autohero.com
Opel,Corsa,1.2 Selective,6799,Gasolina,2014-01-01,78096.0,85,3,Manual,Rojo,Autohero.com
Volkswagen,Polo,1.4 TDI Advance BlueMotion,11199,Diésel,2015-01-01,72932.0,90,3,Manual,Gris,Autohero.com
Renault,Megane,1.5 dCi Energy Zen,14299,Diésel,2017-01-01,73690.0,110,3,Manual,Plata,Autohero.com
Ford,Focus,1.5 TDCi Business,13699,Diésel,2018-01-01,78619.0,120,5,Manual,Plata,Autohero.com
Seat,León,2.0 TDI X-Perience 4Drive,19199,Diésel,2017-01-01,79241.0,185,5,Doble embrague,Blanco,Autohero.com
Fiat,Tipo,1.4 Lounge,11299,Gasolina,2019-01-01,79325.0,95,5,Manual,Negro,Autohero.com
Audi,Q3,2.0 TDI Ambiente,17499,Diésel,2013-01-01,79737.0,140,5,Manual,Blanco,Autohero.com
Hyundai,i10,1.2 Comfort,6499,Gasolina,2013-01-01,79875.0,85,5,Manual,Blanco,Autohero.com
Skoda,Yeti,1.2 TSI Edition Outdoor,12799,Gasolina,2016-01-01,81065.0,110,5,Manual,Blanco,Autohero.com
BMW,Serie 1,118d M Sport,19899,Diésel,2018-01-01,81215.0,150,5,Manual,Blanco,Autohero.com
Citroen,C 3,1.1 LX,5899,Gasolina,2011-01-01,81739.0,60,5,Manual,Negro,Autohero.com
Hyundai,Tucson,1.6 Essence BlueDrive 2WD,16899,Gasolina,2018-01-01,82351.0,132,5,Manual,Rojo,Autohero.com
